Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.1,0.01,0,0.01,0.12,46,21,6.8,8,Next Level Games,T
ATV Quad Kings,DS,2010,Racing,Storm City Games,0.1,0,0,0.01,0.11,47,4,tbd,,Beyond Reality,E
Cabela's North American Adventures,X360,2010,Sports,Activision,0.1,0,0,0.01,0.11,51,5,9,4,FUN Labs,T
Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,0.1,0,0,0.01,0.11,54,6,7.1,10,Immersion Software & Graphics,T
Shrek: Forever After,X360,2010,Platform,Activision,0.1,0,0,0.01,0.11,62,22,6.2,9,Xpec,E10+
Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.1,0,0,0.01,0.11,74,27,5.8,11,Infinite Interactive,E10+
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,0.09,0.07,1.24,0.02,1.41,77,33,7.3,15,TOSE,E
pro evolution soccer 2011,X360,2010,Sports,Konami Digital Entertainment,0.09,0.44,0,0.07,0.61,79,43,5.9,33,Konami,E
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.31,0,0.11,0.52,65,21,3.9,8,SCEE London Studio,T
2010 FIFA World Cup South Africa,PSP,2010,Sports,Electronic Arts,0.09,0.22,0.03,0.12,0.46,69,11,7.4,9,Electronic Arts,E
Prince of Persia: The Forgotten Sands,PSP,2010,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37,65,10,7.4,14,Ubisoft Quebec,T
Clash of the Titans,PS3,2010,Action,Namco Bandai Games,0.09,0.15,0.01,0.05,0.31,41,28,1.7,17,Game Republic,T
Silent Hill: Shattered Memories,PSP,2010,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,73,28,7.5,43,"Climax Group, Climax Studios",M
Majin and the Forsaken Kingdom,PS3,2010,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,72,49,7.9,35,Game Republic,T
Front Mission Evolved,PS3,2010,Shooter,Square Enix,0.09,0.06,0.11,0.03,0.29,58,42,6,30,Double Helix Games,T
TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.09,0.11,0,0.02,0.23,74,17,6.8,5,Firebrand Games,E
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0,0.02,0.19,63,25,4.4,307,Spellbound,T
Ys: The Oath in Felghana,PSP,2010,Role-Playing,Falcom Corporation,0.09,0,0.04,0.01,0.15,80,25,8.3,57,Falcom,T
Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,0.09,0,0.04,0.01,0.14,56,6,7.2,36,"Idea Factory, Compile Heart",T
Venetica,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13,42,14,7.3,18,Deck 13,T
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.09,0,0.01,0.01,0.12,68,38,8.7,18,Hudson Soft,E10+
Dementium II,DS,2010,Shooter,SouthPeak Games,0.09,0.01,0,0.01,0.11,75,25,8.3,31,Renegade Kid,M
Blood Drive,X360,2010,Racing,Activision,0.09,0.01,0,0.01,0.11,40,21,6.5,10,Sidhe Interactive,M
John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,0.09,0.01,0,0.01,0.11,58,23,4.1,8,Gusto Games,E
Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0,0,0.01,0.1,55,4,tbd,,Now Production,E
Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.09,0,0,0.01,0.1,39,6,tbd,,"Majesco Games, Majesco",T
MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0,0,0.01,0.1,56,15,5.5,4,Behaviour Interactive,E10+
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61,27,5.4,101,Gust,M
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76,40,7.9,23,CyberConnect2,E10+
Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.08,0,0.02,0.18,38,20,7.9,29,Ubisoft Vancouver,E
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0,0.02,0.17,40,11,4.2,5,Artech Studios,T
Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.08,0.06,0,0.02,0.16,42,31,4.1,17,Game Republic,T
Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,Adventure,Foreign Media Games,0.08,0.03,0,0.01,0.12,55,4,tbd,,MumboJumbo,T
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0,0.02,0.12,74,33,8.7,25,SuperVillain Studios,T
nail'd,PS3,2010,Racing,Deep Silver,0.08,0.02,0,0.02,0.12,66,36,6.2,13,Techland,E10+
MySims SkyHeroes,PS3,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.11,62,16,tbd,,Electronic Arts,E10+
Split/Second,PSP,2010,Racing,Disney Interactive Studios,0.08,0.02,0,0.02,0.11,63,16,6.7,15,Black Rock Studio,E10+
nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0,0.01,0.1,64,49,7.1,16,Techland,E10+
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.1,37,5,4.1,33,EA Bright Light,T
Deadliest Catch: Sea of Chaos,X360,2010,Sports,Crave Entertainment,0.08,0,0,0.01,0.09,36,4,tbd,,Crave,E10+
Data East Arcade Classics,Wii,2010,Misc,Majesco Entertainment,0.08,0,0,0.01,0.09,56,7,8.2,5,G1M2,T
Deadliest Catch: Sea of Chaos,PS3,2010,Sports,Crave Entertainment,0.08,0,0,0.01,0.08,48,8,tbd,,Crave,E10+
Lord of Arcana,PSP,2010,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.32,53,45,5.5,21,Access Games,M
TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.12,0,0.05,0.25,56,17,4.9,8,SCE Studio Cambridge,E
Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0,0.03,0.23,48,11,tbd,,Frogwares,E10+
pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.07,0.1,0.03,0.02,0.22,78,9,5.4,7,Konami,E
Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,0.07,0,0.13,0.01,0.21,80,27,8,17,Clap Hanz,E
Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.11,0,0.02,0.21,40,37,4.7,19,ZootFly,T
Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.18,38,34,5.6,37,"Team Ninja, Tecmo",M
MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0,0.02,0.17,69,41,5.7,41,Monumental Games,E
Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,59,38,7.3,23,Koei,M
Darksiders,PC,2010,Action,THQ,0.07,0.06,0,0.02,0.15,83,18,7.8,603,Vigil Games,M
Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.07,0.05,0,0.02,0.15,43,5,4.2,6,THQ Australia,E10+
Venetica,PS3,2010,Role-Playing,DTP Entertainment,0.07,0.03,0,0.01,0.12,47,14,6.5,6,Deck 13,T
Megamind: Ultimate Showdown,X360,2010,Action,THQ,0.07,0.04,0,0.01,0.12,33,7,4.3,6,THQ Australia,E10+
Sniper Elite,Wii,2010,Shooter,Reef Entertainment,0.07,0.02,0,0.01,0.11,71,4,tbd,,Rebellion,M
BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82,14,7.8,18,Arc System Works,T
Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0,0.01,0.11,28,6,5.2,6,THQ,T
Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0,0.02,0.1,54,15,tbd,,Virtuos,T
Rock Band 3,DS,2010,Misc,MTV Games,0.07,0.01,0,0.01,0.09,79,8,5.5,6,Backbone Entertainment,E10+
Disgaea Infinite,PSP,2010,Adventure,Nippon Ichi Software,0.07,0,0.01,0.01,0.09,64,15,4.4,40,Nippon Ichi Software,T
Dawn of Heroes,DS,2010,Role-Playing,Majesco Entertainment,0.07,0,0,0.01,0.08,69,4,tbd,,Wicked Studios,E10+
Puzzle Chronicles,PSP,2010,Puzzle,Konami Digital Entertainment,0.07,0,0,0.01,0.08,62,19,tbd,,Konami,E10+
Little League World Series Baseball 2010,PS3,2010,Sports,Activision,0.07,0,0,0.01,0.08,61,4,tbd,,Now Production,E
Blood Drive,PS3,2010,Racing,Activision,0.07,0,0,0.01,0.07,47,11,7,5,Sidhe Interactive,M
Fist of the North Star: Ken's Rage,PS3,2010,Action,Ubisoft Annecy,0.06,0.03,0.55,0.01,0.66,60,30,6.9,29,"Koei, Omega Force",M
Sengoku Basara: Samurai Heroes,Wii,2010,Action,Capcom,0.06,0.01,0.2,0.01,0.29,65,18,8.8,13,Capcom,T
Ace Combat: Joint Assault,PSP,2010,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,71,30,7.2,12,Project Aces,T
Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0,0.04,0.24,46,12,7.5,30,Ubisoft Vancouver,E
Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.09,0.01,0.03,0.2,36,45,3.7,21,SCE Japan Studio,E10+
TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55,34,6.2,33,Omega Force,T
Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.06,0.03,0,0.01,0.1,47,11,tbd,,Ubisoft,T
Knights in the Nightmare,PSP,2010,Role-Playing,Atlus,0.06,0,0.02,0.01,0.09,75,10,7.7,7,Sting,T
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,Nippon Ichi Software,0.06,0,0.03,0.01,0.09,65,16,7.3,11,Nippon Ichi Software,T
Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09,44,30,4.6,34,Hit Maker,T
Quantum Theory,X360,2010,Shooter,Tecmo Koei,0.06,0.02,0,0.01,0.09,37,39,3.6,31,Tecmo,M
Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,62,9,tbd,,Krome Studios,E10+
Beat City,DS,2010,Misc,THQ,0.06,0,0,0,0.07,70,7,tbd,,Universomo,E
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.07,60,13,8,5,Krome Studios,E10+
TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0,0,0,0.07,57,11,6,25,Propaganda Games,T
pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74,10,5.8,5,Konami,E
Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,0.05,0.15,0,0.05,0.25,42,33,3.8,20,ZootFly,T
MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0,0.04,0.22,70,42,5.4,28,Monumental Games,E
SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.12,0,0.04,0.21,73,4,7.5,4,Milestone S.r.l,E10+
Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43,34,5.3,21,Tecmo,M
Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,0.05,0.11,0,0.02,0.18,69,10,tbd,,iNiS,T
Dragon Ball: Origins 2,DS,2010,Action,Namco Bandai Games,0.05,0.01,0.08,0.01,0.16,70,22,tbd,,Game Republic,T
Gladiator Begins,PSP,2010,Action,PQube,0.05,0.01,0.05,0.01,0.12,59,9,8,14,Acquire,M
"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.05,0.04,0,0.01,0.1,75,30,7.3,31,Idea Factory,T
James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0,0,0.06,70,10,tbd,,n-Space,T
Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,0.05,0,0,0,0.06,60,8,tbd,,Hudson Entertainment,E
Crime Lab: Body of Evidence,DS,2010,Adventure,City Interactive,0.05,0.01,0,0,0.06,53,13,tbd,,City Interactive,T
MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0,0.05,33,4,6.6,15,"Buka Entertainment, Targem Games",M
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05,50,6,6.5,4,Point of View,T
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0,0,0,0.05,49,11,6.3,12,Immersion Software & Graphics,T
Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0,0.05,63,13,5.1,48,Double Helix Games,T
R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0,0.04,0.27,76,33,8.1,176,Eugen Systems,T
Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57,22,5,6,Premium Agency,T
Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,0.09,64,21,5.2,52,Spellbound,T
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0,0,0.06,74,30,7.2,12,Prope,E
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06,45,38,6.9,11,High Voltage Software,T
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0,0.01,0.06,54,7,6.8,9,EA Bright Light,E
Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0.01,0.05,45,7,tbd,,Epicenter Studios,T
Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0,0,0,0.05,69,20,6.3,4,Prope,E
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05,48,7,4.8,4,Epicenter Studios,T
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04,70,10,8.6,7,Snap Dragon Games,E10+
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,38,8,1.7,10,Panic Button,T
Gods Eater Burst,PSP,2010,Action,Namco Bandai Games,0.03,0,0.62,0,0.66,71,30,7.9,35,"Shift, Bandai Namco Games",T
Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0,0,0,0.04,46,5,tbd,,Super X Studios,E10+
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04,66,18,6.4,34,Gaming Minds Studios,E
Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,0.03,0,0,0,0.03,60,5,7.2,5,Opus Studio,T
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0,0,0,0.03,59,14,5.8,162,LucasArts,T
Napoleon: Total War,PC,2010,Strategy,Sega,0.02,0.53,0,0.12,0.66,81,56,7.9,515,Creative Assembly,T
EyePet,PSP,2010,Simulation,Sony Computer Entertainment,0.02,0.17,0,0.09,0.27,57,19,tbd,,SCEE London Studio,E
Bejeweled 3,PC,2010,Puzzle,PopCap Games,0.02,0.05,0,0.01,0.08,82,27,8.1,86,PopCap,E
Emergency 2012,PC,2010,Simulation,Deep Silver,0.02,0.04,0,0.01,0.07,61,9,6.2,12,ValuSoft,T
101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0,0,0,0.03,41,7,tbd,,Nordcurrent,E10+
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0,0,0.03,79,15,7.9,55,Traveller's Tales,E10+
Dragon's Lair,DS,2010,Platform,Destineer,0.02,0,0,0,0.02,63,4,tbd,,"United Coders, Wizardry Engineering",E10+
Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02,60,5,tbd,,Boomzap,E10+
James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,0,0,0,0.02,63,17,7.1,72,Bizarre Creations,T
Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0,0.09,0.55,86,22,6.9,1611,Ubisoft Montreal,M
Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,0.01,0.32,0,0.06,0.39,94,55,8.8,3559,BioWare,M
Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06,81,24,7.4,177,Bizarre Creations,E10+
Darksiders,PS3,2010,Action,THQ,0.01,0,0,0,0.02,82,73,7.9,319,Vigil Games,M
John Daly's ProStroke Golf,X360,2010,Sports,O-Games,0.01,0,0,0,0.01,57,5,,,Gusto Games,E
Football Manager 2011,PC,2010,Sports,Sega,0,1.01,0,0.25,1.26,85,23,8.4,77,Sports Interactive,E
Clash of Elementalists,DS,2010,Action,Level 5,0,0,0.47,0,0.47,34,4,tbd,,Teyon,T
The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0,0.29,0,0.17,0.46,74,25,7.3,51,EA Redwood Shores,T
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0,0.27,0,0.14,0.41,77,5,7.7,6,Sports Interactive,E
The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0,0.27,0,0.05,0.31,79,33,5.2,213,Blue Byte,E10+
Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,0.21,0,0.05,0.25,62,26,3.5,104,Ubisoft Romania,T
Metro 2033,PC,2010,Shooter,THQ,0,0.19,0,0.05,0.24,81,40,8.1,1472,4A Games,M
Aliens vs Predator,PC,2010,Shooter,Sega,0,0.17,0,0.02,0.19,68,35,7.4,985,Rebellion,M
Supreme Commander 2,PC,2010,Strategy,Square Enix,0,0.15,0,0.04,0.19,77,54,6.2,803,Gas Powered Games,E10+
FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0,0.14,0,0.04,0.18,83,16,7.7,102,EA Sports,E
Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0,0.13,0,0.03,0.16,55,23,5.5,267,City Interactive,M
Just Cause 2,PC,2010,Action,Square Enix,0,0.1,0,0.02,0.12,84,33,7.7,838,Avalanche Studios,M
Lost Horizon,PC,2010,Adventure,Deep Silver,0,0.1,0,0.02,0.11,77,24,7.9,27,Animation Arts,T
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,0.08,0,0.02,0.11,83,20,5.2,672,Ubisoft Montreal,M
Bejeweled Twist,DS,2010,Puzzle,PopCap Games,0,0.08,0,0.01,0.1,77,10,tbd,,Griptonite Games,E
pro evolution soccer 2011,PC,2010,Sports,Konami Digital Entertainment,0,0.05,0,0.01,0.06,79,9,,,Konami,
DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0,0.04,0,0.01,0.05,77,10,8.6,16,Cave,
Singularity,PC,2010,Shooter,Mastertronic,0,0.04,0,0.01,0.05,76,36,7.7,326,Raven Software,M
Worms Reloaded,PC,2010,Strategy,Team17 Software,0,0.04,0,0.01,0.05,79,28,6.8,185,Team 17,E10+
F1 2010,PC,2010,Racing,Codemasters,0,0.05,0,0.01,0.05,84,15,6.6,99,Codemasters Birmingham,E
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,49,5,6.2,27,VSTEP,E
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,66,12,3.8,47,Ubisoft,T
Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04,79,18,8.2,116,Black Rock Studio,E10+
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04,47,5,5.5,6,Telltale Games,M
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0,0.02,0,0,0.03,83,14,8.4,52,Funcom,M
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,0.02,0,0.01,0.03,72,4,8.3,15,Larian Studios,M
Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01,0.03,72,25,7.5,511,Obsidian Entertainment,M
Apache: Air Assault,PC,2010,Simulation,Just Flight,0,0.03,0,0,0.03,64,7,7.5,18,Gaijin Entertainment,T
Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0,0.03,0,0,0.03,75,16,6.6,218,Ubisoft Montreal,T
Lost Planet 2,PC,2010,Shooter,Capcom,0,0.02,0,0,0.03,63,15,6.3,87,Capcom,T
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0,0.02,0,0,0.03,68,16,5.2,19,Nitro Games,T
Achtung Panzer: Kharkov 1943,PC,2010,Strategy,Mamba Games,0,0.01,0,0,0.02,70,6,8.3,20,Paradox Interactive,
Blood Bowl: Legendary Edition,PC,2010,Sports,Focus Home Interactive,0,0.01,0,0,0.02,73,13,6.4,75,Cyanide,T
Star Trek Online,PC,2010,Role-Playing,Atari,0,0.02,0,0,0.02,66,34,6.2,694,Cryptic Studios,T
Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0,0.02,0,0,0.02,70,17,5.7,39,Monte Cristo Multimedia,E
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02,56,36,5.4,105,Akella,T
Dark Void,PC,2010,Action,Capcom,0,0.01,0,0,0.02,57,22,5.1,67,Airtight Games,T
The Eye of Judgment: Legends,PSP,2010,Strategy,Sony Computer Entertainment,0,0,0.01,0,0.01,69,17,7.9,16,SCEI,E10+
Call of Duty: Modern Warfare 3,X360,2011,Shooter,Activision,9.04,4.24,0.13,1.32,14.73,88,81,3.4,8713,"Infinity Ward, Sledgehammer Games",M
Just Dance 3,Wii,2011,Misc,Ubisoft,5.95,3.11,0,1.06,10.12,74,15,7.8,16,Ubisoft,E10+
Call of Duty: Modern Warfare 3,PS3,2011,Shooter,Activision,5.54,5.73,0.49,1.57,13.32,88,39,3.2,5234,"Infinity Ward, Sledgehammer Games",M
The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,5.05,2.79,0.1,0.85,8.79,96,89,8.4,3589,Bethesda Game Studios,M
Mario Kart 7,3DS,2011,Racing,Nintendo,5.03,4.02,2.69,0.91,12.66,85,73,8.2,632,"Retro Studios, Entertainment Analysis & Development Division",E
Super Mario 3D Land,3DS,2011,Platform,Nintendo,4.89,3,2.14,0.78,10.81,90,82,8.4,921,Nintendo,E
Battlefield 3,X360,2011,Shooter,Electronic Arts,4.46,2.11,0.06,0.69,7.32,84,57,7.4,2142,EA DICE,M
Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.59,0.07,0.5,6.21,91,96,7.8,1504,Epic Games,M
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94,87,8.7,1472,Rocksteady Studios,T
Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.85,2.89,0.35,1.08,7.17,85,38,7.5,1761,EA DICE,M
Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,2.77,2.75,0.19,1.03,6.74,92,97,8.3,3712,Naughty Dog,T
Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.71,1.85,0.11,0.81,5.48,96,42,8.6,2162,Rocksteady Studios,T
The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1,6.41,92,16,6.4,2527,Bethesda Game Studios,M
Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69,78,55,5.9,94,EA Tiburon,E
NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,90,42,7.7,134,Visual Concepts,E
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80,77,7.2,564,Ubisoft Montreal,M
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91,83,8.2,617,Turn 10,E
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93,81,8,1958,Nintendo,E10+
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0,0.34,2.84,84,60,8.4,494,NetherRealm Studios,M
Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0,0.17,2.25,79,31,5.5,56,EA Tiburon,E
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91,86,8.4,657,Media Molecule,E
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.43,0.02,0.17,2.35,73,33,2.9,67,Frontier Developments,E10+
Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.63,0.31,0,0.16,2.1,86,66,8.3,382,NetherRealm Studios,M
NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,2.11,90,38,6.7,127,Visual Concepts,E
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.96,85,73,5.9,2748,"LucasArts, BioWare",T
L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,89,83,7.8,893,Team Bondi,M
Dead Island,X360,2011,Action,Deep Silver,1.48,0.69,0,0.2,2.37,71,75,6.9,627,Techland,M
Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.39,0,0.16,2.02,70,34,7.7,17,Ubisoft,E10+
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84,85,7.9,942,Guerrilla,M
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,86,56,8.2,63,Harmonix Music Systems,T
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.44,0.7,0.04,0.22,2.4,82,73,8.1,487,343 Industries,M
Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80,39,7.5,613,Ubisoft Montreal,M
Portal 2,X360,2011,Shooter,Valve Software,1.41,0.49,0.01,0.17,2.08,95,66,8.5,997,Valve Software,E10+
Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,0.72,0.02,0.22,2.34,66,46,6.5,39,"Rare Ltd., BigPark",E
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.35,1.13,0,0.3,2.78,81,11,5.6,31,Toys for Bob,E10+
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89,78,7.7,1010,Team Bondi,M
Saints Row: The Third,X360,2011,Action,THQ,1.25,1.14,0.07,0.3,2.76,84,70,7.6,490,Volition Inc.,M
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0,0.6,3.88,94,32,8.1,9073,Bethesda Game Studios,M
